_id,START_TIME,START_LAT,START_LNG,END_TIME,END_LAT,END_LNG,USER_ID,NAME,ADDRESS,TYPE
87036567-f873-43f3-b112-6896210528cd,2025-04-08T06:32:00,40.71206641421855,-73.98408083773762,2025-04-08 07:09:00,40.71131649262421,-73.98378668891861,user_2737,M064-HANDBALL-2,Manhattan,Athletic Facility
dd320b66-0192-4205-9e8e-fe1fbd18798d,2025-04-08T09:51:00,40.71918146672558,-73.98062778207675,2025-04-08 11:49:00,40.71905829999648,-73.98089707135372,user_6300,M033-HANDBALL-5,Manhattan,Athletic Facility
8a52c9d0-ae1d-4105-96bb-ed2c493164d8,2025-04-08T07:06:00,40.71929422229821,-73.98056920690618,2025-04-08 08:13:00,40.71831063047691,-73.97986252274951,user_3519,M033-HANDBALL-4,Manhattan,Athletic Facility
79adb952-3805-4f4c-bfba-b229bc5d1bfe,2025-04-08T06:33:00,40.710918786667726,-73.99303769716043,2025-04-08 07:29:00,40.710099180634025,-73.99335757157999,user_1473,M019-HANDBALL-2,Manhattan,Athletic Facility
424350cf-3364-49e1-80b1-15f32193ccd6,2025-04-08T07:15:00,40.726628213137786,-73.9804585963679,2025-04-08 08:54:00,40.72565766283155,-73.97977623319365,user_2328,M088-HANDBALL-2,Manhattan,Athletic Facility
5624377d-180d-426c-a335-835cad377101,2025-04-08T07:39:00,40.81109405740455,-73.95635507320979,2025-04-08 08:13:00,40.81052843357491,-73.95583416704802,user_8540,M205-HANDBALL-4,Manhattan,Athletic Facility
5bc4180d-55dc-47a3-9170-9d4f1e8c12d0,2025-04-08T10:16:00,40.82022219990838,-73.95298058032223,2025-04-08 11:31:00,40.82006268596268,-73.95340066298601,user_8861,M223-HANDBALL-5,Manhattan,Athletic Facility
530fcf68-ec9c-4041-8c35-bc10c0ea5151,2025-04-08T08:17:00,40.82025949402821,-73.95271428407516,2025-04-08 09:44:00,40.82083094470572,-73.95330804313242,user_8439,M223-HANDBALL-4,Manhattan,Athletic Facility
56df1ad0-cfab-4350-9055-8da1f92b1c31,2025-04-08T09:05:00,40.76918482364294,-73.94997695430057,2025-04-08 09:48:00,40.76918161515468,-73.94986800335722,user_5412,M045-HANDBALL-4,Manhattan,Athletic Facility
02492b70-f851-4f2a-98c0-3bf58b4158fd,2025-04-08T08:25:00,40.84328133910383,-73.933168124696,2025-04-08 10:13:00,40.843024133266816,-73.93223309877477,user_1095,M037-ZN03-BASEBALL-1,Manhattan,Athletic Facility
9bdc923c-9177-42dc-ad31-48811f661f8e,2025-04-08T09:36:00,40.83840012145637,-73.94855927372164,2025-04-08 11:32:00,40.8387939910619,-73.94823780554434,user_6397,M028-ZN01-VOLLEYBALL-5,Manhattan,Athletic Facility
1195d3c0-b314-4236-8f98-423df8bf872b,2025-04-08T07:44:00,40.83862299200993,-73.94850923633282,2025-04-08 09:25:00,40.83768646625277,-73.94891149564248,user_1718,M028-ZN01-VOLLEYBALL-4,Manhattan,Athletic Facility
3ea28cbb-0a31-421d-a88d-6db385185f8b,2025-04-08T07:19:00,40.83885823669833,-73.94850463283332,2025-04-08 08:17:00,40.8380186828928,-73.94872442338296,user_8423,M028-ZN01-VOLLEYBALL-3,Manhattan,Athletic Facility
e27ca04c-0d35-44c6-954c-122c128a846d,2025-04-08T06:41:00,40.83907853345005,-73.9482872864888,2025-04-08 08:33:00,40.8395796726133,-73.94907375045531,user_6323,M028-ZN01-VOLLEYBALL-2,Manhattan,Athletic Facility
8c4aa64e-9ddc-45b1-bc0b-24e289d387c5,2025-04-08T06:05:00,40.83915113256227,-73.94824406375892,2025-04-08 07:46:00,40.838443308213705,-73.94786637859413,user_3118,M028-ZN01-VOLLEYBALL-1,Manhattan,Athletic Facility
23702ab5-dd17-4ede-82da-93d3b2ce2678,2025-04-08T09:24:00,40.84072336189766,-73.94762626032654,2025-04-08 10:43:00,40.84025636905415,-73.94765325324234,user_4463,M028-ZN01-SOCCER-1,Manhattan,Athletic Facility
9fc65106-42d2-4923-b0c0-b9bea0ae058f,2025-04-08T09:35:00,40.84188258124885,-73.94647296796059,2025-04-08 10:35:00,40.84166742479905,-73.94570253965125,user_1797,M028-ZN01-SOFTBALL-2,Manhattan,Athletic Facility
d751bd2c-8870-429a-a035-ddf8324cf9f5,2025-04-08T09:03:00,40.84210867210443,-73.94686150987098,2025-04-08 10:38:00,40.84219505600552,-73.94698554237233,user_5635,M028-ZN01-SOFTBALL-1,Manhattan,Athletic Facility
c036a71a-6bf2-46f0-ad08-343fdb2a944f,2025-04-08T06:44:00,40.87316770574671,-73.93054991347097,2025-04-08 08:43:00,40.872530913223926,-73.9311709844797,user_6294,M042-ZN04-BASEBALL-2,Manhattan,Athletic Facility
e829c951-b2d6-45cb-a238-6dc0869ff860,2025-04-08T07:05:00,40.87126056161365,-73.93073166123544,2025-04-08 08:11:00,40.872051959570285,-73.93166026465819,user_1909,M042-ZN04-BASEBALL-3,Manhattan,Athletic Facility
c66bd58a-c887-413d-9cae-8d891f3a110f,2025-04-08T09:54:00,40.87117856568064,-73.93077643911376,2025-04-08 11:52:00,40.8706787246137,-73.93172570990279,user_2158,M042-ZN04-BASEBALL-1,Manhattan,Athletic Facility
c3c457d9-abc3-4c11-be48-3e636e8f21be,2025-04-08T09:41:00,40.77088056034117,-73.97348460009803,2025-04-08 11:36:00,40.770643715158215,-73.97249183297873,user_9964,M010-ZN10+11-VOLLEYBALL-1,Manhattan,Athletic Facility
2410851d-73b8-492d-9287-502fc37d4226,2025-04-08T08:36:00,40.77109936716839,-73.97348394561345,2025-04-08 09:12:00,40.77012459814416,-73.97400697535079,user_7248,M010-ZN10+11-VOLLEYBALL-4,Manhattan,Athletic Facility
99c6209f-8542-446d-aa0b-54ec24a781ac,2025-04-08T06:57:00,40.7824966552599,-73.96536411259278,2025-04-08 08:15:00,40.78344585226565,-73.96558657752583,user_2516,M010-ZN27-SOCCER-1,Manhattan,Athletic Facility
63a7f7f2-e9af-41a1-a4b4-cb6b426c79cb,2025-04-08T10:58:00,40.78486699571407,-73.98554967763212,2025-04-08 12:17:00,40.785296360756654,-73.98496419928844,user_7534,M071-ZN02-SOCCER-3,Manhattan,Athletic Facility
58bae9c8-5a45-4902-9466-342de414b197,2025-04-08T06:14:00,40.79242163378127,-73.94225656345523,2025-04-08 07:37:00,40.792191229579686,-73.94196974817986,user_5180,M230-HANDBALL-1,Manhattan,Athletic Facility
24716e52-7f92-41cc-8df1-cb5170b34161,2025-04-08T07:57:00,40.79158347087444,-73.94575515935212,2025-04-08 09:54:00,40.79253341530269,-73.94575579104908,user_3916,M148-HANDBALL-1,Manhattan,Athletic Facility
3a26b096-0392-4444-9196-b0b665b5a7d6,2025-04-08T10:30:00,40.765415772975466,-73.95917976367583,2025-04-08 11:40:00,40.76491009735768,-73.95824985598385,user_4933,M079-HANDBALL-2,Manhattan,Athletic Facility
